CustomerID,Gender,Age,SeniorCitizen,MaritalStatus,Dependents,Tenure,ContractType,InternetService,PhoneService,StreamingTV,StreamingMovies,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,NumberOfComplaints,CustomerSatisfactionScore,SupportTickets,LastInteractionDate,ReferralStatus,CustomerLifetimeValue,Churn,MonthlyCharges_Outlier,Tenure_Outlier,CustomerLifetimeValue_Outlier
CUST-100977,Male,35,0,Widowed,No,3,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,87.84,262.88,Electronic Check,No,1,3,3,2025-07-02,No,783.63,Yes,0,0,0
CUST-100978,Female,43,0,Single,No,20,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,109.57,2158.89,Mailed Check,No,0,2,3,2026-01-29,No,3763.6,No,0,0,0
CUST-100979,Male,49,0,Single,No,8,Month-to-Month,Fiber Optic,Yes,No,No,No,No,No,No,84.21,651.59,Electronic Check,No,0,3,1,2025-07-24,Yes,2561.71,No,0,0,0
CUST-100980,Female,28,0,Married,No,17,Month-to-Month,Fiber Optic,Yes,No,No,No,No,Yes,No,92.07,1575.76,Electronic Check,No,2,3,2,2026-02-22,Yes,3856.06,Yes,0,0,0
CUST-100981,Female,39,0,Single,Yes,19,One Year,DSL,Yes,Yes,No,No,No,Yes,No,77.54,1410.42,Electronic Check,No,1,4,4,2026-06-02,No,2043.92,No,0,0,0
CUST-100982,Female,37,0,Single,Yes,15,One Year,DSL,Yes,Yes,Yes,No,No,Yes,No,83.06,1215.92,Mailed Check,No,0,2,1,2026-05-03,No,1827.08,No,0,0,0
CUST-100983,Male,33,0,Single,No,25,Two Year,Fiber Optic,Yes,No,No,No,No,No,Yes,95.74,2355.07,Credit Card (Auto),Yes,2,3,2,2026-03-17,Yes,4568.65,No,0,0,0
CUST-100984,Male,34,0,Married,No,21,One Year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,102.02,2180.45,Bank Transfer (Auto),No,1,3,1,2026-03-09,No,4008.45,Yes,0,0,0
CUST-100985,Female,56,0,Divorced,No,11,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,121.4,1297.01,Credit Card (Auto),Yes,2,4,4,2025-12-26,No,4700.06,Yes,0,0,0
CUST-100986,Male,32,0,Single,No,43,Two Year,DSL,Yes,Yes,Yes,No,No,No,No,84.91,3634.97,Credit Card (Auto),No,0,2,1,2026-01-25,No,6055.33,No,0,0,0
CUST-100987,Male,48,0,Divorced,No,26,Month-to-Month,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.87,523.68,Electronic Check,No,0,4,1,2025-09-28,No,1268.3,No,0,0,0
CUST-100988,Male,45,0,Married,Yes,21,One Year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,101.63,2008.99,Electronic Check,Yes,2,2,3,2026-04-28,Yes,3958.19,No,0,0,0
CUST-100989,Female,21,0,Single,Yes,4,Month-to-Month,DSL,Yes,No,No,Yes,No,No,Yes,76.25,296.88,Electronic Check,Yes,1,3,1,2025-09-11,No,1566.81,No,0,0,0
CUST-100990,Female,48,0,Married,No,3,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.33,79.29,Credit Card (Auto),No,0,5,2,2025-09-18,Yes,504.66,No,0,0,0
CUST-100991,Female,21,0,Single,No,72,One Year,DSL,Yes,No,No,Yes,Yes,No,No,73.49,5368.08,Bank Transfer (Auto),Yes,2,4,2,2026-01-21,No,6232.12,No,0,0,0
CUST-100992,Female,49,0,Divorced,No,54,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.14,1441.21,Bank Transfer (Auto),No,0,4,0,2026-04-27,No,2162.42,No,0,0,0
CUST-100993,Male,33,0,Married,No,22,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,30.7,642.8,Credit Card (Auto),Yes,0,2,0,2025-12-23,No,1391.43,No,0,0,0
CUST-100994,Female,41,0,Married,No,23,One Year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,101.52,2299.6,Mailed Check,Yes,2,3,3,2025-06-29,No,4057.79,No,0,0,0
CUST-100995,Male,22,0,Married,Yes,26,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.6,704.72,Credit Card (Auto),No,1,4,4,2025-09-20,No,1634.79,No,0,0,0
CUST-100996,Female,42,0,Single,No,9,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,30.36,270.15,Mailed Check,No,1,3,2,2025-11-04,No,654.67,No,0,0,0
CUST-100997,Male,53,0,Divorced,Yes,9,Month-to-Month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,112.14,1024.49,Credit Card (Auto),Yes,1,2,3,2025-10-03,No,2481.24,No,0,0,0
CUST-100998,Female,29,0,Divorced,No,36,Month-to-Month,DSL,Yes,No,Yes,Yes,No,No,No,76.61,2735.28,Credit Card (Auto),No,0,3,0,2025-10-05,Yes,5626.16,No,0,0,0
CUST-100999,Male,32,0,Married,Yes,23,Month-to-Month,DSL,Yes,Yes,Yes,Yes,No,No,No,94.3,2133.27,Electronic Check,No,0,3,1,2025-10-27,Yes,4487.39,No,0,0,0
CUST-101000,Male,47,0,Married,Yes,27,One Year,DSL,Yes,No,No,No,No,No,No,66.43,1784.37,Mailed Check,Yes,0,4,1,2026-02-28,No,4060.6,No,0,0,0
CUST-101001,Male,47,0,Single,No,20,Month-to-Month,Fiber Optic,No,No,No,No,No,No,No,80.59,1592.54,Mailed Check,Yes,0,3,5,2026-04-09,No,2921.58,No,0,0,0
CUST-101002,Male,18,0,Single,No,41,Month-to-Month,DSL,Yes,No,No,Yes,Yes,Yes,No,80.78,3152.63,Bank Transfer (Auto),Yes,1,3,2,2025-09-26,No,5435.72,Yes,0,0,0
CUST-101003,Male,69,1,Single,No,23,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,102.58,2406.44,Mailed Check,Yes,2,3,2,2026-05-11,No,4671.82,Yes,0,0,0
CUST-101004,Female,48,0,Married,No,30,Month-to-Month,DSL,Yes,Yes,No,No,No,Yes,No,76.37,2335.68,Bank Transfer (Auto),Yes,0,4,1,2025-12-04,No,3396.63,No,0,0,0
CUST-101005,Male,50,0,Married,Yes,30,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.72,624.23,Mailed Check,Yes,1,3,1,2025-11-29,No,1204.69,No,0,0,0
CUST-101006,Female,38,0,Widowed,No,12,One Year,DSL,Yes,Yes,Yes,No,No,No,No,76.33,866.49,Mailed Check,Yes,1,3,3,2026-03-22,No,3924.56,No,0,0,0
CUST-101007,Male,18,0,Single,No,31,Month-to-Month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,97.8,2958.73,Electronic Check,Yes,0,5,6,2026-02-05,No,4646.76,No,0,0,0
CUST-101008,Female,50,0,Single,No,21,One Year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,90.72,1914.51,Mailed Check,Yes,0,3,1,2025-06-26,Yes,2183.41,No,0,0,0
CUST-101009,Male,33,0,Single,No,31,One Year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,111.24,3398.24,Bank Transfer (Auto),No,0,3,3,2025-10-04,No,5372.42,No,0,0,0
CUST-101010,Female,48,0,Widowed,No,30,Month-to-Month,DSL,Yes,No,No,Yes,Yes,No,No,79.26,2260.21,Bank Transfer (Auto),No,1,4,1,2025-08-06,No,3953.84,Yes,0,0,0
CUST-101011,Female,37,0,Married,Yes,3,Month-to-Month,Fiber Optic,No,Yes,No,No,No,Yes,No,96.7,273.41,Mailed Check,No,1,3,6,2025-11-16,No,1883.0,No,0,0,0
CUST-101012,Male,44,0,Married,No,5,Month-to-Month,DSL,Yes,No,Yes,No,No,No,No,72.28,349.83,Credit Card (Auto),No,0,4,1,2025-05-31,No,1366.07,No,0,0,0
CUST-101013,Female,30,0,Married,No,1,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,No,No,90.47,86.76,Electronic Check,No,0,4,1,2026-03-16,No,2203.96,Yes,0,0,0
CUST-101014,Male,53,0,Married,No,20,Month-to-Month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,98.82,1862.84,Electronic Check,Yes,1,2,4,2026-05-20,Yes,3469.48,Yes,0,0,0
CUST-101015,Male,24,0,Single,No,14,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.41,365.32,Mailed Check,Yes,0,3,2,2025-06-15,No,768.09,No,0,0,0
CUST-101016,Female,72,1,Single,No,8,Month-to-Month,DSL,Yes,No,Yes,Yes,No,No,No,77.79,619.6,Mailed Check,No,1,3,2,2026-03-06,No,2090.36,No,0,0,0
CUST-101017,Female,72,1,Single,No,23,Month-to-Month,DSL,Yes,Yes,No,No,No,No,No,67.16,1545.28,Bank Transfer (Auto),No,1,2,1,2026-02-08,No,3893.93,No,0,0,0
CUST-101018,Male,63,0,Single,No,5,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,22.12,107.98,Electronic Check,No,0,3,2,2025-11-21,No,590.84,No,0,0,0
CUST-101019,Male,58,0,Married,Yes,72,Two Year,Fiber Optic,Yes,No,No,No,Yes,No,No,89.94,6601.25,Electronic Check,Yes,2,2,3,2025-09-01,Yes,6869.8,No,0,0,0
CUST-101020,Female,39,0,Single,No,36,Two Year,Fiber Optic,Yes,Yes,No,No,No,No,No,95.61,3483.15,Bank Transfer (Auto),Yes,3,2,3,2026-06-26,Yes,4700.74,No,0,0,0
CUST-101021,Female,57,0,Married,Yes,46,Two Year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,97.33,4453.49,Credit Card (Auto),No,0,5,0,2025-10-11,Yes,6765.69,No,0,0,0
CUST-101022,Female,39,0,Married,Yes,28,One Year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,113.38,3019.39,Bank Transfer (Auto),No,0,5,2,2025-09-29,No,6921.82,No,0,0,0
CUST-101023,Female,19,0,Married,No,37,Two Year,Fiber Optic,No,No,Yes,No,No,Yes,No,98.21,3641.34,Bank Transfer (Auto),No,0,4,2,2025-08-28,Yes,4107.6,No,0,0,0
CUST-101024,Female,62,0,Widowed,Yes,0,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,29.92,0.0,Mailed Check,Yes,0,2,1,2026-04-20,No,625.64,No,0,0,0
CUST-101025,Male,56,0,Single,Yes,10,Month-to-Month,Fiber Optic,No,No,Yes,Yes,Yes,No,No,98.55,940.14,Electronic Check,No,1,2,1,2026-03-27,No,2210.19,Yes,0,0,0
CUST-101026,Female,40,0,Married,No,31,One Year,Fiber Optic,Yes,No,No,No,No,No,No,83.16,2585.24,Bank Transfer (Auto),Yes,1,4,3,2026-06-17,Yes,3786.69,Yes,0,0,0
CUST-101027,Male,23,0,Single,Yes,0,Month-to-Month,DSL,Yes,No,No,No,No,Yes,No,64.4,0.0,Credit Card (Auto),Yes,0,2,4,2025-08-20,No,1728.89,Yes,0,0,0
CUST-101028,Female,32,0,Married,No,11,Month-to-Month,DSL,Yes,No,No,No,Yes,No,No,70.17,743.3,Electronic Check,Yes,0,3,1,2025-06-29,No,2090.03,No,0,0,0
CUST-101029,Male,18,0,Married,Yes,72,One Year,DSL,No,No,Yes,No,No,Yes,Yes,73.36,5104.35,Electronic Check,No,0,3,1,2025-10-01,No,5711.3,No,0,0,0
CUST-101030,Female,54,0,Single,No,45,Two Year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,104.81,4565.03,Credit Card (Auto),No,0,3,3,2026-05-26,No,9838.56,No,0,0,0
CUST-101031,Female,18,0,Single,No,1,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,111.71,112.6,Credit Card (Auto),Yes,1,4,2,2026-05-12,No,4416.74,No,0,0,0
CUST-101032,Female,45,0,Married,Yes,41,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,99.36,3839.53,Credit Card (Auto),Yes,2,4,7,2025-09-26,No,6476.88,Yes,0,0,0
CUST-101033,Female,29,0,Married,Yes,72,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.91,1780.47,Mailed Check,Yes,1,4,1,2025-12-22,No,2508.18,No,0,0,0
CUST-101034,Male,21,0,Married,Yes,4,Month-to-Month,DSL,Yes,No,Yes,No,No,No,No,73.43,283.11,Mailed Check,No,0,2,0,2026-03-03,Yes,1265.92,Yes,0,0,0
CUST-101035,Female,44,0,Married,No,43,One Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.59,1081.55,Electronic Check,No,1,3,1,2026-06-25,No,1607.07,No,0,0,0
CUST-101036,Male,36,0,Married,Yes,54,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.94,1340.17,Bank Transfer (Auto),Yes,0,4,0,2026-06-11,No,1438.46,No,0,0,0
CUST-101037,Male,52,0,Married,Yes,13,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,102.43,1300.6,Credit Card (Auto),Yes,0,4,1,2026-06-23,No,3617.14,No,0,0,0
CUST-101038,Male,23,0,Single,No,40,Two Year,Fiber Optic,Yes,No,No,No,Yes,No,No,91.36,3438.11,Electronic Check,Yes,1,4,1,2026-03-25,No,3364.01,No,0,0,0
CUST-101039,Male,30,0,Married,No,0,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.05,0.0,Bank Transfer (Auto),No,1,2,4,2026-06-09,No,720.79,No,0,0,0
CUST-101040,Male,18,0,Married,Yes,72,Two Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,21.32,1565.39,Mailed Check,Yes,0,3,0,2026-04-18,No,2047.74,No,0,0,0
CUST-101041,Female,18,0,Divorced,No,39,Two Year,Fiber Optic,No,No,No,Yes,Yes,No,No,93.29,3585.34,Electronic Check,Yes,2,4,2,2025-12-27,No,4741.65,Yes,0,0,0
CUST-101042,Female,66,1,Married,No,27,One Year,Fiber Optic,No,No,No,Yes,No,No,Yes,88.34,2264.48,Mailed Check,Yes,0,4,1,2026-06-16,No,5303.42,No,0,0,0
CUST-101043,Female,70,1,Married,Yes,27,Two Year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,111.98,3014.43,Credit Card (Auto),Yes,1,4,7,2026-03-05,No,4631.8,No,0,0,0
CUST-101044,Male,42,0,Widowed,No,67,Two Year,DSL,Yes,Yes,No,No,No,No,No,78.66,5295.28,Electronic Check,No,1,4,3,2026-04-17,No,6990.57,No,0,0,0
CUST-101045,Male,29,0,Divorced,Yes,4,Month-to-Month,DSL,Yes,No,No,No,No,Yes,No,66.71,261.24,Credit Card (Auto),Yes,0,3,0,2026-04-19,No,419.03,No,0,0,0
CUST-101046,Male,36,0,Single,Yes,6,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,107.14,637.95,Credit Card (Auto),Yes,1,4,4,2026-01-27,No,1452.67,Yes,0,0,0
CUST-101047,Female,53,0,Divorced,No,16,Two Year,Fiber Optic,No,Yes,No,Yes,Yes,No,No,98.51,1541.1,Electronic Check,Yes,1,3,2,2025-06-11,No,2441.84,No,0,0,0
CUST-101048,Female,33,0,Single,No,19,One Year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,98.79,1801.89,Electronic Check,Yes,0,3,2,2025-09-30,No,3837.0,Yes,0,0,0
CUST-101049,Male,44,0,Divorced,No,3,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,30.52,92.5,Electronic Check,Yes,2,2,5,2025-10-17,No,788.86,Yes,0,0,0
CUST-101050,Female,40,0,Single,No,37,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,31.76,1110.1,Credit Card (Auto),Yes,0,4,0,2025-12-17,No,1693.69,No,0,0,0
CUST-101051,Male,33,0,Married,Yes,44,One Year,DSL,No,Yes,Yes,No,No,Yes,No,76.01,3385.14,Electronic Check,No,0,4,2,2026-06-20,No,3901.91,No,0,0,0
CUST-101052,Male,33,0,Widowed,No,55,Month-to-Month,DSL,Yes,No,Yes,Yes,No,Yes,No,74.87,4152.4,Electronic Check,No,1,3,6,2025-07-26,No,5140.4,Yes,0,0,0
CUST-101053,Male,45,0,Single,No,19,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,No,No,97.2,1736.59,Electronic Check,No,1,3,3,2026-01-06,Yes,3066.81,Yes,0,0,0
CUST-101054,Male,27,0,Divorced,No,39,Two Year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,101.61,3926.72,Bank Transfer (Auto),Yes,1,3,2,2025-09-05,Yes,4368.57,No,0,0,0
CUST-101055,Female,47,0,Married,Yes,31,Two Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,21.02,657.6,Mailed Check,Yes,1,4,1,2025-11-07,No,1090.45,No,0,0,0
CUST-101056,Female,34,0,Single,No,42,Two Year,Fiber Optic,No,No,No,No,No,No,No,77.88,3215.46,Bank Transfer (Auto),Yes,1,4,1,2026-06-04,No,3877.24,No,0,0,0
CUST-101057,Male,42,0,Widowed,No,27,One Year,DSL,Yes,No,No,No,Yes,No,Yes,73.62,1989.2,Mailed Check,No,0,4,1,2025-11-20,No,3252.53,No,0,0,0
CUST-101058,Female,60,0,Married,No,66,Month-to-Month,DSL,No,No,No,No,No,No,No,59.05,3840.45,Credit Card (Auto),No,0,2,0,2026-06-26,No,4728.21,Yes,0,0,0
CUST-101059,Female,38,0,Divorced,Yes,10,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,107.46,1014.34,Mailed Check,No,1,2,1,2025-09-14,Yes,3383.81,Yes,0,0,0
CUST-101060,Female,53,0,Divorced,Yes,40,Month-to-Month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,84.66,3246.0,Bank Transfer (Auto),Yes,0,3,3,2025-09-03,No,5136.12,Yes,0,0,0
CUST-101061,Female,18,0,Single,No,17,Month-to-Month,DSL,Yes,No,No,No,Yes,Yes,No,67.97,1158.49,Mailed Check,Yes,0,2,1,2026-06-12,No,2106.21,No,0,0,0
CUST-101062,Male,34,0,Single,No,71,Two Year,DSL,Yes,No,Yes,No,No,Yes,No,71.33,4893.45,Electronic Check,No,0,5,1,2026-04-20,Yes,6195.34,No,0,0,0
CUST-101063,Female,41,0,Single,No,24,Month-to-Month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,95.86,2314.46,Electronic Check,No,1,3,2,2026-02-24,Yes,3880.87,Yes,0,0,0
CUST-101064,Male,67,1,Married,Yes,59,Month-to-Month,Fiber Optic,Yes,No,No,Yes,No,No,No,96.39,5425.27,Mailed Check,No,1,3,2,2025-08-27,No,4743.06,Yes,0,0,0
CUST-101065,Female,18,0,Single,No,34,Two Year,DSL,Yes,Yes,Yes,Yes,No,No,No,78.73,2613.44,Electronic Check,No,0,3,0,2026-04-14,No,3804.15,No,0,0,0
CUST-101066,Male,39,0,Married,Yes,31,One Year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,96.63,2842.84,Credit Card (Auto),No,0,2,0,2025-08-28,No,5362.62,Yes,0,0,0
CUST-101067,Female,61,0,Divorced,No,65,Month-to-Month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,107.86,6666.97,Bank Transfer (Auto),Yes,2,2,4,2025-06-10,Yes,7747.45,Yes,0,0,0
CUST-101068,Male,30,0,Single,No,3,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.58,73.14,Bank Transfer (Auto),Yes,0,4,0,2025-06-25,No,737.76,Yes,0,0,0
CUST-101069,Male,38,0,Married,Yes,20,Month-to-Month,DSL,Yes,No,No,Yes,No,No,No,70.19,1381.43,Electronic Check,No,0,5,0,2025-10-23,No,2718.47,No,0,0,0
CUST-101070,Female,45,0,Married,No,41,One Year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,84.94,3440.85,Bank Transfer (Auto),No,0,4,1,2025-11-08,No,5169.31,No,0,0,0
CUST-101071,Female,43,0,Single,No,48,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,23.69,1121.61,Mailed Check,Yes,0,4,0,2026-02-14,Yes,1696.27,No,0,0,0
CUST-101072,Male,62,0,Single,No,17,Month-to-Month,Fiber Optic,No,No,No,No,No,No,Yes,86.81,1484.45,Bank Transfer (Auto),No,1,3,3,2025-11-19,No,3539.73,Yes,0,0,0
CUST-101073,Female,47,0,Single,No,36,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,23.08,828.4,Bank Transfer (Auto),No,1,3,3,2025-06-30,Yes,1578.99,No,0,0,0
CUST-101074,Female,59,0,Married,No,20,One Year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,109.97,2101.89,Mailed Check,No,1,2,2,2026-02-01,No,4372.07,No,0,0,0
CUST-101075,Male,35,0,Single,No,42,Month-to-Month,DSL,Yes,Yes,Yes,No,Yes,No,No,85.92,3569.2,Credit Card (Auto),Yes,0,3,0,2025-08-13,Yes,4735.77,No,0,0,0
CUST-101076,Female,30,0,Divorced,No,55,Two Year,Fiber Optic,Yes,No,No,Yes,No,No,No,97.32,5076.62,Credit Card (Auto),Yes,0,3,2,2026-05-12,No,6121.71,No,0,0,0
CUST-101077,Male,37,0,Divorced,No,24,Month-to-Month,DSL,Yes,No,Yes,No,No,Yes,Yes,80.68,1914.95,Mailed Check,No,0,2,2,2025-09-26,Yes,4108.07,No,0,0,0
CUST-101078,Female,24,0,Single,No,29,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,98.37,2739.26,Credit Card (Auto),No,0,2,5,2026-01-08,No,5995.27,No,0,0,0
CUST-101079,Male,47,0,Divorced,No,20,Month-to-Month,DSL,Yes,Yes,No,Yes,No,No,Yes,85.74,1626.15,Mailed Check,Yes,0,4,0,2025-10-22,Yes,3707.04,Yes,0,0,0
CUST-101080,Male,35,0,Widowed,No,9,One Year,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,22.13,195.33,Electronic Check,Yes,1,2,1,2025-08-12,Yes,468.45,No,0,0,0
CUST-101081,Female,31,0,Single,No,11,Month-to-Month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,93.32,1018.54,Electronic Check,Yes,1,5,3,2026-03-15,Yes,1937.64,Yes,0,0,0
CUST-101082,Female,47,0,Widowed,No,47,Month-to-Month,Fiber Optic,Yes,No,No,No,No,Yes,No,88.14,4198.35,Mailed Check,Yes,1,2,5,2026-05-04,Yes,6820.48,Yes,0,0,0
CUST-101083,Female,24,0,Single,No,20,One Year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,117.82,2224.5,Electronic Check,Yes,1,4,3,2025-12-03,No,4428.31,Yes,0,0,0
CUST-101084,Female,51,0,Married,Yes,18,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,26.45,472.31,Electronic Check,No,0,2,0,2025-09-20,No,1305.25,No,0,0,0
CUST-101085,Female,34,0,Single,No,0,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.94,0.0,Mailed Check,No,2,3,3,2025-07-30,No,620.06,No,0,0,0
CUST-101086,Female,57,0,Divorced,No,34,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.55,822.73,Electronic Check,Yes,0,3,1,2026-05-01,Yes,1304.42,No,0,0,0
CUST-101087,Female,35,0,Divorced,No,13,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.19,321.44,Bank Transfer (Auto),Yes,1,3,2,2026-04-26,No,1358.82,No,0,0,0
CUST-101088,Male,49,0,Widowed,No,36,Month-to-Month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,101.09,3423.73,Mailed Check,No,0,4,3,2025-08-14,No,6241.22,Yes,0,0,0
CUST-101089,Male,43,0,Widowed,No,27,Month-to-Month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,87.82,2378.62,Mailed Check,No,1,2,1,2025-09-27,No,4785.55,No,0,0,0
CUST-101090,Male,51,0,Single,No,36,Month-to-Month,DSL,Yes,No,Yes,Yes,No,No,No,80.13,2840.65,Electronic Check,Yes,1,4,3,2026-03-13,Yes,2869.04,Yes,0,0,0
CUST-101091,Female,42,0,Married,Yes,45,Two Year,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,28.27,1240.16,Credit Card (Auto),Yes,1,4,4,2026-01-09,No,1713.16,No,0,0,0
CUST-101092,Male,18,0,Single,No,19,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,27.23,513.93,Electronic Check,Yes,0,3,3,2025-10-30,No,604.65,No,0,0,0
CUST-101093,Male,55,0,Single,No,22,Two Year,DSL,Yes,No,Yes,No,No,No,Yes,81.27,1781.6,Credit Card (Auto),No,1,2,1,2026-01-05,Yes,2031.45,No,0,0,0
CUST-101094,Female,39,0,Single,No,72,One Year,DSL,Yes,No,No,Yes,No,No,No,66.87,4589.76,Bank Transfer (Auto),Yes,1,3,2,2025-07-24,Yes,6564.26,No,0,0,0
CUST-101095,Male,52,0,Divorced,No,56,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,106.51,6018.39,Bank Transfer (Auto),Yes,1,3,5,2025-06-20,No,8125.21,No,0,0,0
CUST-101096,Male,50,0,Married,Yes,18,Month-to-Month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,95.97,1665.67,Mailed Check,Yes,1,3,4,2026-06-06,Yes,4289.27,Yes,0,0,0
CUST-101097,Female,30,0,Single,Yes,28,One Year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,102.72,2828.95,Credit Card (Auto),No,0,4,2,2026-01-09,No,6238.09,Yes,0,0,0
CUST-101098,Female,28,0,Widowed,No,8,Month-to-Month,No,Yes,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,23.52,191.84,Bank Transfer (Auto),Yes,2,3,4,2025-12-08,No,685.17,No,0,0,0
CUST-101099,Male,50,0,Divorced,No,51,Month-to-Month,Fiber Optic,Yes,No,Yes,No,No,No,No,90.42,4351.27,Electronic Check,Yes,1,3,7,2025-08-05,No,7737.58,No,0,0,0
CUST-101100,Male,36,0,Single,No,7,Month-to-Month,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,113.54,764.98,Bank Transfer (Auto),Yes,2,3,5,2025-10-14,No,3013.97,Yes,0,0,0
CUST-101101,Male,54,0,Married,No,12,Month-to-Month,Fiber Optic,No,No,No,Yes,No,No,No,81.68,974.01,Mailed Check,Yes,0,4,2,2025-09-18,No,3880.87,No,0,0,0
